"RATE_IDX","RATING","CONTENT_ID","NO_DATA"
9015,3,427,4
9016,1.9,702,4
9017,3.3,3098,4
9018,4.9,101066,4
9019,3.7,1849,4
9020,1.9,769,4
9021,3.7,7989,4
9022,1.8,2774,4
9023,3.2,7545,4
9024,4.2,7590,4
9025,1.6,937,4
9026,2.6,1846,4
9027,1.2,100888,4
9028,4.5,100781,4
9029,2.4,3442,4
9030,4.5,7194,4
9031,4.5,100287,4
9032,2.5,101092,4
9033,1,7170,4
9034,2.7,7616,4
9035,1,2621,4
9036,1.1,7515,4
9037,4.4,100145,4
9038,1.4,100280,4
9039,3.1,8085,4
9040,2.5,7998,4
9041,1.4,7104,4
9042,4.3,2623,4
9043,3.9,1803,4
9044,1.3,425,4
9045,2,982,4
9046,4,100910,4
9047,4.7,8002,4
9048,2,1632,4
9049,1.4,101086,4
9050,3.4,179,4
9051,2.9,100223,4
9052,3.6,862,4
9053,4.3,2081,4
9054,3.2,2891,4
9055,1.4,100560,4
9056,4.2,101100,4
9057,1.3,7160,4
9058,2,7537,4
9059,2.7,100080,4
9060,1.5,7995,4
9061,4.5,100971,4
9062,1.4,7686,4
9063,2.7,2076,4
9064,1.8,100892,4
9065,2.6,1007,4
9066,4.8,7842,4
9067,1.8,7101,4
9068,2,100648,4
9069,4.2,7818,4
9070,1.9,3105,4
9071,4.1,915,4
9072,4.9,3253,4
9073,4,101027,4
9074,2.8,101103,4
9075,2.7,1260,4
9076,4.6,100212,4
9077,1.8,1039,4
9078,1.6,101151,4
9079,4.2,100157,4
9080,1.7,1100,4
9081,4.7,100891,4
9082,2.6,100844,4
9083,4,2022,4
9084,4.1,100326,4
9085,4.7,100783,4
9086,2.6,615,4
9087,2.3,475,4
9088,2.9,101127,4
9089,4.3,100704,4
9090,2.9,1225,4
9091,1.1,8051,4
9092,4.7,8045,4
9093,1,1133,4
9094,1.6,7292,4
9095,4.8,1500,4
9096,2,7004,4
9097,4.7,900,4
9098,2.8,2810,4
9099,2.5,7917,4
9100,3.9,2928,4
9101,4.1,3030,4
9102,3.6,2562,4
9103,2.7,7380,4
9104,1.2,100091,4
9105,2.3,56,4
9106,2,7300,4
9107,2.8,7085,4
9108,2.4,100036,4
9109,1.1,2775,4
9110,1.8,609,4
9111,3,100088,4
9112,2.4,100711,4
9113,3.6,7644,4
9114,2.5,7506,4
9115,1.7,698,4
9116,1.3,100067,4
9117,2.6,981,4
9118,4,6978,4
9119,4.7,8202,4
9120,3.3,1570,4
9121,4.3,1266,4
9122,1.3,1504,4
9123,3,2494,4
9124,3.9,1155,4
9125,1.9,3045,4
9126,3.3,7330,4
9127,1.6,2886,4
9128,2.5,8196,4
9129,4.8,358,4
9130,2.4,7580,4
9131,2.7,2149,4
9132,1.5,100387,4
9133,4.1,8072,4
9134,4,7688,4
9135,1.9,7959,4
9136,1.5,7765,4
9137,1.2,7713,4
9138,2.5,3478,4
9139,2.2,7082,4
9140,2.8,7205,4
9141,2.7,101302,4
9142,2.4,100455,4
9143,2.5,7309,4
9144,3.1,8047,4
9145,2.9,100273,4
9146,3.8,7735,4
9147,3.9,7898,4
9148,2.2,3369,4
9149,1.1,2824,4
9150,1.3,100573,4
9151,1.8,100303,4
9152,2.7,100906,4
9153,3.3,101041,4
9154,1.6,101096,4
9155,1.4,2525,4
9156,1.1,100459,4
9157,1.7,100555,4
9158,3.1,7595,4
9159,4.8,100311,4
9160,1.4,1282,4
9161,4.6,7777,4
9162,3.3,100932,4
9163,3.5,3050,4
9164,3.7,100298,4
9165,1.4,643,4
9166,4,101020,4
9167,2.9,100653,4
9168,4.2,482,4
9169,1.2,100293,4
9170,3.3,7768,4
9171,1.1,100432,4
9172,1.1,6993,4
9173,1.8,3545,4
9174,1.1,2625,4
9175,1.9,818,4
9176,2.9,100403,4
9177,4.1,100511,4
9178,3.7,1986,4
9179,4.7,7107,4
9180,2.3,7690,4
9181,1.2,3577,4
9182,1.9,100694,4
9183,4.9,1147,4
9184,3,7286,4
9185,2.5,100771,4
9186,3,7967,4
9187,4.1,7405,4
9188,1.5,100347,4
9189,1.9,6988,4
9190,3.7,3443,4
9191,1.4,2015,4
9192,1.6,100725,4
9193,1.3,7856,4
9194,2.9,100358,4
9195,2.7,7827,4
9196,2,502,4
9197,1.3,36,4
9198,3.6,1242,4
9199,4,8195,4
9200,1.8,7164,4
9201,4.5,101330,4
9202,2.6,101154,4
9203,3.1,100026,4
9204,3.4,1551,4
9205,1.9,101223,4
9206,4.2,238,4
9207,2.2,101245,4
9208,4.4,6994,4
9209,3.8,7965,4
9210,3.5,100738,4
9211,1.7,7162,4
9212,4.7,2831,4
9213,2.7,1744,4
9214,3.7,7839,4
9215,2,1418,4
9216,4.7,3370,4
9217,3.6,1057,4
9218,1.8,100954,4
9219,4.9,1715,4
9220,1.9,100533,4
9221,1.5,7949,4
9222,1.8,100997,4
9223,2,1145,4
9224,1.9,100968,4
9225,2.1,100748,4
9226,3.9,8168,4
9227,1.9,3450,4
9228,3,100514,4
9229,4.3,245,4
9230,4.6,2782,4
9231,2.1,101354,4
9232,2,101240,4
9233,4.5,1066,4
9234,3.2,6756,4
9235,1.6,7477,4
9236,3,1592,4
9237,1.2,1629,4
9238,2.7,100840,4
9239,4.7,2546,4
9240,3.2,8112,4
9241,4.9,146,4
9242,3,139,4
9243,3.5,389,4
9244,4.2,7352,4
9245,3.1,2915,4
9246,2.8,100017,4
9247,3.1,1689,4
9248,2.3,2000,4
9249,1.7,2394,4
9250,4.3,100699,4
9251,3.5,7099,4
9252,3.7,101168,4
9253,3.1,100275,4
9254,2.1,2543,4
9255,2.3,1345,4
9256,2.1,7792,4
9257,3.7,2873,4
9258,1.5,7575,4
9259,4.1,6785,4
9260,3.3,2051,4
9261,4.9,1139,4
9262,2.6,1547,4
9263,3.4,7707,4
9264,3.3,11,4
9265,4,3059,4
9266,3.8,101178,4
9267,1,2249,4
9268,4.9,101396,4
9269,2.7,100245,4
9270,2.9,2867,4
9271,4.2,100516,4
9272,4.8,673,4
9273,4.1,2935,4
9274,4.2,2415,4
9275,4.8,101050,4
9276,3.1,7602,4
9277,1.7,100081,4
9278,3.1,2586,4
9279,1.9,7698,4
9280,3,3022,4
9281,4.4,1284,4
9282,3.9,2573,4
9283,2.6,2422,4
9284,4.3,7800,4
9285,2.2,525,4
9286,1.1,100904,4
9287,4,527,4
9288,3.2,975,4
9289,2.7,7067,4
9290,1,100132,4
9291,1.3,7150,4
9292,2.1,2853,4
9293,1.2,7489,4
9294,1.9,6967,4
9295,1.5,1942,4
9296,2.9,477,4
9297,4.3,1173,4
9298,4,1096,4
9299,3.3,1999,4
9300,5,2222,4
9301,2.3,100201,4
9302,4.8,100876,4
9303,1.7,7025,4
9304,4.5,2672,4
9305,1.7,100638,4
9306,2.2,100025,4
9307,4.8,8130,4
9308,1.8,1643,4
9309,3.9,7552,4
9310,1.7,100005,4
9311,4.2,7525,4
9312,4.2,621,4
9313,2.2,7877,4
9314,4.9,100460,4
9315,4.8,101133,4
9316,2.4,8065,4
9317,3.5,7345,4
9318,3.8,100267,4
9319,2.4,100716,4
9320,2.5,100032,4
9321,3.9,3384,4
9322,4.1,100843,4
9323,2.1,7869,4
9324,3.2,100215,4
9325,1.5,7491,4
9326,2.9,7636,4
9327,4.3,6957,4
9328,4.4,3434,4
9329,2.4,132,4
9330,2.5,100917,4
9331,4.5,100647,4
9332,3.2,101335,4
9333,2.5,7957,4
9334,1.3,480,4
9335,3.7,100577,4
9336,4.8,100038,4
9337,1.6,100847,4
9338,1.4,7851,4
9339,3.5,123,4
9340,2.2,6761,4
9341,2.5,1667,4
9342,4.1,3100,4
9343,3.4,100813,4
9344,2.7,1556,4
9345,4.4,7554,4
9346,3.9,3233,4
9347,3.9,306,4
9348,2.5,3395,4
9349,4.1,1711,4
9350,4.4,7742,4
9351,2.3,2365,4
9352,4.7,3459,4
9353,1.2,1029,4
9354,4.6,8134,4
9355,2.5,100372,4
9356,2.6,100465,4
9357,4.6,791,4
9358,1.2,1305,4
9359,4.1,100154,4
9360,4.5,100320,4
9361,4.3,2233,4
9362,3.2,1955,4
9363,3.1,1879,4
9364,4.9,100031,4
9365,3.7,8026,4
9366,4.6,127,4
9367,3.2,1097,4
9368,3.1,3575,4
9369,1.1,1141,4
9370,2.4,503,4
9371,3.3,2892,4
9372,1.4,1668,4
9373,4.7,7475,4
9374,3.2,7151,4
9375,1.8,101236,4
9376,2.6,7441,4
9377,4.2,101013,4
9378,3.4,101032,4
9379,4.3,6968,4
9380,2.9,7464,4
9381,2.2,7556,4
9382,3.2,2124,4
9383,2.6,7112,4
9384,1,100171,4
9385,4.7,919,4
9386,3.3,1027,4
9387,4.3,7775,4
9388,4,100322,4
9389,3.8,100340,4
9390,1.1,424,4
9391,3.4,1028,4
9392,1.2,7442,4
9393,1.6,8207,4
9394,2.1,1704,4
9395,2.4,2975,4
9396,2.6,7460,4
9397,3.7,7140,4
9398,2.7,100263,4
9399,3.6,100855,4
9400,1.1,1129,4
9401,3.1,7152,4
9402,1.5,100428,4
9403,1.4,1696,4
9404,4.9,7771,4
9405,3.7,2361,4
9406,4.5,7408,4
9407,4.5,1515,4
9408,3.6,100982,4
9409,4.1,100509,4
9410,1.2,214,4
9411,1.8,100630,4
9412,1.8,190,4
9413,2.6,1218,4
9414,4.6,100961,4
9415,1.4,7812,4
9416,1.1,100066,4
9417,2.9,3115,4
9418,2.5,100411,4
9419,1.9,948,4
9420,2,788,4
9421,3.9,101063,4
9422,1.1,101164,4
9423,1.1,8052,4
9424,4.9,100232,4
9425,1.3,7387,4
9426,3.7,100794,4
9427,2,1118,4
9428,3,100863,4
9429,3.7,2785,4
9430,3.9,3186,4
9431,2,8074,4
9432,4.4,100023,4
9433,1.5,51,4
9434,4.5,3126,4
9435,3.6,101384,4
9436,3.8,7269,4
9437,1.5,100143,4
9438,1.5,1233,4
9439,4,2003,4
9440,1.6,100493,4
9441,1.8,101089,4
9442,3.5,100718,4
9443,1.5,7916,4
9444,4.6,7167,4
9445,3.5,7175,4
9446,1.7,7410,4
9447,3.4,1250,4
9448,2,630,4
9449,2.2,101124,4
9450,3.5,8066,4
9451,3.3,528,4
9452,2.8,8138,4
9453,3.6,3324,4
9454,2.3,7992,4
9455,2.7,7751,4
9456,3.9,2217,4
9457,2.4,7687,4
9458,1.4,2114,4
9459,2,101308,4
9460,3.1,8143,4
9461,3.4,7145,4
9462,2.3,7466,4
9463,4.3,7343,4
9464,4.4,8148,4
9465,4.6,2236,4
9466,2.1,2899,4
9467,4.2,7600,4
9468,2.9,100270,4
9469,2.8,100808,4
9470,4.3,2097,4
9471,4.8,3415,4
9472,4.6,101094,4
9473,3.1,100325,4
9474,3.1,100035,4
9475,1,3064,4
9476,4.1,1380,4
9477,3,7872,4
9478,4,7945,4
9479,2.9,7533,4
9480,4.3,2099,4
9481,4,100398,4
9482,2.9,100147,4
9483,1.4,7796,4
9484,1.8,2487,4
9485,3.2,100129,4
9486,1.1,170,4
9487,1.5,100288,4
9488,4.3,7913,4
9489,4,7901,4
9490,4.1,2563,4
9491,2.9,100331,4
9492,4.1,100084,4
9493,4.3,869,4
9494,4.3,1693,4
9495,2.2,1622,4
9496,4.6,7316,4
9497,1.3,1352,4
9498,1.2,2965,4
9499,3.7,1493,4
9500,1.9,100442,4
9501,2.2,8027,4
9502,3.7,100264,4
9503,2,7826,4
9504,4.5,7111,4
9505,3.7,100991,4
9506,4.9,100069,4
9507,2.4,100755,4
9508,3.7,510,4
9509,3.9,100461,4
9510,1.6,1835,4
9511,3.8,1633,4
9512,3.5,2624,4
9513,3.1,7528,4
9514,2.8,100884,4
9515,5,6797,4
9516,2.8,100763,4
9517,4,101111,4
9518,3.3,826,4
9519,3.8,3508,4
9520,1.2,1134,4
9521,3.1,874,4
9522,2.6,101030,4
9523,4.1,8048,4
9524,1.2,2555,4
9525,4,7199,4
9526,4.3,101293,4
9527,5,3110,4
9528,3.6,100097,4
9529,4.1,6991,4
9530,4.4,231,4
9531,1.7,8214,4
9532,3.8,37,4
9533,4.4,7091,4
9534,3.1,7353,4
9535,1.4,1885,4
9536,2.6,101368,4
9537,2.3,101128,4
9538,3.7,100458,4
9539,1.9,7535,4
9540,1.2,7782,4
9541,1.3,1197,4
9542,2.5,6969,4
9543,1.7,7838,4
9544,2.8,101353,4
9545,3.1,7591,4
9546,1.4,101179,4
9547,3.9,7807,4
9548,4.3,2032,4
9549,1.4,7200,4
9550,4.9,6802,4
9551,2,2852,4
9552,4.1,100525,4
9553,3.4,3094,4
9554,4.5,100681,4
9555,2.8,100606,4
9556,3.7,540,4
9557,1.7,1354,4
9558,2.4,100192,4
9559,1.2,163,4
9560,3.6,100601,4
9561,2.7,7825,4
9562,4.6,100082,4
9563,1.2,6742,4
9564,4.1,3541,4
9565,2.6,392,4
9566,3.7,7364,4
9567,2.7,101370,4
9568,3.4,2246,4
9569,2.1,2147,4
9570,2.1,3417,4
9571,2.1,100368,4
9572,2.6,101170,4
9573,4.3,8033,4
9574,1.4,101115,4
9575,1.3,100767,4
9576,1.6,101395,4
9577,2.4,1562,4
9578,1.4,2765,4
9579,4.2,101301,4
9580,2.9,2739,4
9581,3.2,1499,4
9582,2.2,7906,4
9583,4.7,100607,4
9584,2.4,18,4
9585,4.7,100542,4
9586,3.2,3498,4
9587,2,1533,4
9588,1,1920,4
9589,3.5,2474,4
9590,3.6,100703,4
9591,3.7,8055,4
9592,1.2,7831,4
9593,2,7641,4
9594,1.8,100885,4
9595,4.5,7347,4
9596,4.2,904,4
9597,5,100723,4
9598,3.6,601,4
9599,1,100123,4
9600,3.6,3072,4
9601,1.1,2110,4
9602,2.5,7987,4
9603,1.9,2766,4
9604,2.9,2488,4
9605,1,100004,4
9606,2.2,3461,4
9607,4.9,635,4
9608,1.7,100746,4
9609,2.2,7474,4
9610,4.7,7159,4
9611,4.9,3046,4
9612,1.2,101024,4
9613,2,6768,4
9614,2.7,101097,4
9615,1.5,2171,4
9616,1.8,6954,4
9617,4.4,2903,4
9618,2.6,831,4
9619,1.8,3117,4
9620,1.1,7820,4
9621,1.1,6981,4
9622,3,8198,4
9623,2.4,7119,4
9624,2,101068,4
9625,4.3,2885,4
9626,3.1,100440,4
9627,2.1,7431,4
9628,3.7,100471,4
9629,4,101314,4
9630,4,101062,4
9631,2.4,2351,4
9632,4.9,3578,4
9633,4.4,101328,4
9634,3.4,100266,4
9635,4.9,2560,4
9636,4.1,7125,4
9637,3.3,1447,4
9638,2.9,101059,4
9639,1.3,6740,4
9640,3.8,3112,4
9641,4.7,100314,4
9642,3.1,6944,4
9643,3.7,7198,4
9644,2.7,2709,4
9645,2,7523,4
9646,3.1,8098,4
9647,1.2,7548,4
9648,3.3,507,4
9649,1.7,7632,4
9650,4.8,7061,4
9651,4.6,100858,4
9652,2.5,2349,4
9653,4.9,484,4
9654,2.5,100258,4
9655,3,100801,4
9656,4,3486,4
9657,1.5,7544,4
9658,1.2,1741,4
9659,1.2,331,4
9660,4.1,7391,4
9661,4.7,167,4
9662,3.8,101242,4
9663,4.1,357,4
9664,2.9,100943,4
9665,2.8,100335,4
9666,1.2,7124,4
9667,3,3436,4
9668,4.6,619,4
9669,1.6,100012,4
9670,3.7,101116,4
9671,3.8,100353,4
9672,4.8,100161,4
9673,2.2,100395,4
9674,4.9,7749,4
9675,1.4,100802,4
9676,2.7,677,4
9677,4.6,100494,4
9678,2.5,7651,4
9679,3.1,1596,4
9680,3.1,101099,4
9681,4.2,454,4
9682,4,100420,4
9683,4.9,2851,4
9684,4.4,7485,4
9685,2.9,2554,4
9686,1.9,8108,4
9687,4.5,100972,4
9688,3.6,3227,4
9689,3.5,7870,4
9690,1.1,100167,4
9691,1.7,101309,4
9692,3.7,7880,4
9693,3.4,1827,4
9694,4.4,923,4
9695,2.2,337,4
9696,4.8,100076,4
9697,4.8,1958,4
9698,4.8,100747,4
9699,1.6,100826,4
9700,3.3,8020,4
9701,2,100384,4
9702,2.2,2822,4
9703,2.6,100299,4
9704,3.6,100256,4
9705,2.5,1672,4
9706,3.6,101079,4
9707,4.9,3307,4
9708,4.4,100176,4
9709,3.7,7276,4
9710,2.3,3120,4
9711,3,3167,4
9712,4.4,101074,4
9713,4,1796,4
9714,3.7,2311,4
9715,2.8,1776,4
9716,1.5,6728,4
9717,4.1,100764,4
9718,4.4,7333,4
9719,2.6,1540,4
9720,1.7,101165,4
9721,3,100211,4
9722,3.2,7457,4
9723,2,1163,4
9724,5,100474,4
9725,1.5,2519,4
9726,2,6822,4
9727,1.1,7117,4
9728,4.4,1318,4
9729,3.4,375,4
9730,2.4,2156,4
9731,2.8,90,4
9732,3.7,2581,4
9733,3.7,7748,4
9734,3,1299,4
9735,4.3,7629,4
9736,1.8,7026,4
9737,1.7,100523,4
9738,4.6,100914,4
9739,1.4,100793,4
9740,3.7,7524,4
9741,4.3,3219,4
9742,2.3,563,4
9743,2.4,101247,4
9744,3.8,100702,4
9745,2.6,382,4
9746,2.3,100715,4
9747,3.1,8146,4
9748,2.6,100467,4
9749,2.1,1192,4
9750,2.5,101147,4
9751,1.9,100349,4
9752,4.1,7411,4
9753,2.3,101227,4
9754,2.6,1293,4
9755,1.7,100242,4
9756,1.2,8158,4
9757,3.7,663,4
9758,3.6,101224,4
9759,1.2,100629,4
9760,2.4,100537,4
9761,2.5,672,4
9762,1.4,1674,4
9763,4.6,100815,4
9764,1.9,1617,4
9765,3,7402,4
9766,3.3,100693,4
9767,1.4,3319,4
9768,4.3,260,4
9769,1.1,100173,4
9770,2.5,2529,4
9771,3.8,100210,4
9772,1.3,7724,4
9773,2.6,2472,4
9774,4.1,7753,4
9775,3,1611,4
9776,1.5,8040,4
9777,1.2,101065,4
9778,1.7,1807,4
9779,4.8,100881,4
9780,2.9,100933,4
9781,3.7,8185,4
9782,2,6956,4
9783,4.8,3229,4
9784,2.7,100853,4
9785,2,100410,4
9786,2.4,1279,4
9787,1.1,7039,4
9788,3.5,7583,4
9789,1.9,100369,4
9790,1.1,1482,4
9791,2.3,1888,4
9792,2.2,100148,4
9793,1.5,7268,4
9794,1.6,8156,4
9795,2.6,7093,4
9796,3.2,2154,4
9797,4,101376,4
9798,3.3,710,4
9799,1.2,7115,4
9800,2,2703,4
9801,2.2,100634,4
9802,1.5,100324,4
9803,3.5,121,4
9804,1.6,100316,4
9805,4.9,101379,4
9806,4.7,6724,4
9807,1.4,100457,4
9808,4,3347,4
9809,2.5,100033,4
9810,2.6,7770,4
9811,1.3,100178,4
9812,4.2,8145,4
9813,3.3,2856,4
9814,2.3,8215,4
9815,2.2,101058,4
9816,4.9,7224,4
9817,4.4,8188,4
9818,4.4,2941,4
9819,3.3,100749,4
9820,1.8,2490,4
9821,2.9,7984,4
9822,1.5,7541,4
9823,1.2,100352,4
9824,4.6,7256,4
9825,2.1,100563,4
9826,1.9,1534,4
9827,2.5,6864,4
9828,4.4,1709,4
9829,2.5,3379,4
9830,1.5,1698,4
9831,4,7716,4
9832,1.6,7899,4
9833,2.7,7005,4
9834,4.3,313,4
9835,4.4,7077,4
9836,2.5,154,4
9837,3.8,100928,4
9838,2,100773,4
9839,3.3,6962,4
9840,4,3619,4
9841,4.9,7776,4
9842,2.3,3615,4
9843,1,8003,4
9844,4.6,7912,4
9845,1.6,100496,4
9846,2.6,7630,4
9847,2.3,100656,4
9848,4.3,7783,4
9849,3.1,7577,4
9850,1.2,7565,4
9851,4.5,3221,4
9852,3.9,100506,4
9853,1.3,100010,4
9854,2.8,1997,4
9855,3.4,101388,4
9856,1.7,101371,4
9857,3.5,8165,4
9858,3.4,1788,4
9859,4.1,100729,4
9860,3.7,1705,4
9861,3.4,1647,4
9862,4.1,31,4
9863,4,7069,4
9864,1.9,2955,4
9865,1.7,8149,4
9866,3.6,7338,4
9867,3.9,100308,4
9868,1.1,100244,4
9869,1.6,277,4
9870,1.2,7468,4
9871,1.7,8159,4
9872,2.6,1641,4
9873,1.2,7925,4
9874,1.4,8107,4
9875,4.8,7179,4
9876,3.1,3484,4
9877,4.5,7645,4
9878,3.5,100111,4
9879,1.6,100418,4
9880,4.4,3392,4
9881,4.7,100125,4
9882,1.8,2939,4
9883,2.3,1030,4
9884,3.1,2783,4
9885,4.9,1488,4
9886,2.4,100321,4
9887,2.1,7204,4
9888,1.2,8001,4
9889,1.9,2956,4
9890,2.9,100250,4
9891,4.4,8059,4
9892,3.1,1662,4
9893,1.4,8043,4
9894,4.6,1735,4
9895,3.5,1116,4
9896,3.5,2813,4
9897,3.9,1717,4
9898,2.1,1865,4
9899,4.4,1706,4
9900,2.6,856,4
9901,3.6,100000,4
9902,1.9,101324,4
9903,4.9,2498,4
9904,1.5,367,4
9905,1.7,100120,4
9906,3.1,8057,4
9907,4.2,7340,4
9908,3,100177,4
9909,2.7,100446,4
9910,3.3,7502,4
9911,2.9,7440,4
9912,2.6,100479,4
9913,4.6,7961,4
9914,4.7,100799,4
9915,2.9,100952,4
9916,2,100327,4
9917,3.5,8087,4
9918,3.1,3485,4
9919,3.5,100490,4
9920,3.6,7903,4
9921,1.6,1128,4
9922,3.4,7578,4
9923,3.2,6949,4
9924,3.5,645,4
9925,1.5,8004,4
9926,1.9,100655,4
9927,1.2,7802,4
9928,1.4,3353,4
9929,4.9,7233,4
9930,4.3,101362,4
9931,2.5,57,4
9932,2.2,1666,4
9933,1.4,2072,4
9934,1.5,6838,4
9935,2.4,3271,4
9936,3,100921,4
9937,1.2,7988,4
9938,3.2,3377,4
9939,3.4,100162,4
9940,1.7,100449,4
9941,5,7109,4
9942,1.4,3166,4
9943,1.7,6723,4
9944,4.2,361,4
9945,2.4,2444,4
9946,3.2,7365,4
9947,3.4,751,4
9948,4.5,100522,4
9949,3,7273,4
9950,4.1,7943,4
9951,4.8,2052,4
9952,4.1,449,4
9953,1.2,101333,4
9954,2.8,3487,4
9955,2.8,100276,4
9956,3.3,1513,4
9957,1.2,7092,4
9958,3.9,2755,4
9959,4.6,7028,4
9960,2.3,7344,4
9961,1.7,7635,4
9962,2.9,100182,4
9963,1.6,927,4
9964,2.5,1387,4
9965,3.3,7601,4
9966,1.3,7052,4
9967,3.1,100790,4
9968,4,7896,4
9969,2.9,1280,4
9970,2,1802,4
9971,2.8,101313,4
9972,1.6,100905,4
9973,3.8,3580,4
9974,3,8105,4
9975,1.1,100960,4
9976,2.2,1934,4
9977,4.6,529,4
9978,2.2,7927,4
9979,2.1,7531,4
9980,1.7,101000,4
9981,2.7,7096,4
9982,1,3440,4
9983,4.4,8028,4
9984,3.5,100552,4
9985,3.9,1516,4
9986,2.8,1085,4
9987,3.3,8090,4
9988,2.3,100185,4
9989,3.5,8076,4
9990,2,1770,4
9991,4.2,887,4
9992,1.5,100365,4
9993,1.7,100663,4
9994,4.7,168,4
9995,1.7,1940,4
9996,1.6,7764,4
9997,3.8,6748,4
9998,2.4,916,4
9999,3.8,7050,4
10000,1.7,7046,4
10001,4.7,100393,4
10002,2.8,8182,4
10003,2.7,1498,4
10004,3.7,3071,4
10005,4.4,3230,4
10006,1.5,100797,4
10007,2.7,100217,4
10008,3.8,8046,4
10009,3.3,2485,4
10010,2.8,100686,4
10011,4.9,1610,4
10012,1.2,3174,4
10013,2.9,3195,4
10014,1.9,1132,4
10015,3.8,701,4
10016,2,100950,4
10017,2.5,3010,4
10018,1.1,100364,4
10019,2.6,101393,4
10020,2.5,100912,4
10021,4.6,7564,4
10022,3.8,100851,4
10023,3.7,1660,4
10024,1.2,100528,4
10025,2.1,101110,4
10026,3.4,508,4
10027,3.6,6753,4
10028,4.4,100172,4
10029,2.9,400,4
10030,4.2,2988,4
10031,4.3,100924,4
10032,2.7,2812,4
10033,2,2491,4
10034,4.8,3148,4
10035,3.5,100751,4
10036,3,100164,4
10037,2.2,137,4
10038,1.2,6970,4
10039,1.2,6856,4
10040,2,1385,4
10041,4.6,2632,4
10042,4.8,1473,4
10043,1.4,3127,4
10044,2.8,7801,4
10045,2.7,8041,4
10046,2.8,2758,4
10047,4.6,8036,4
10048,4.1,7206,4
10049,1.2,100454,4
10050,1.5,100543,4
10051,4.8,7962,4
10052,2.4,3164,4
10053,1.1,8016,4
10054,1.5,7835,4
10055,2.3,2521,4
10056,2.4,101004,4
10057,4.2,100152,4
7188,1,100586,3
7189,2.9,616,3
7190,1.4,101378,3
7191,1.5,3072,3
7192,4.1,1115,3
7193,1.7,3033,3
7194,2.5,7223,3
7195,5,2867,3
7196,1.9,3163,3
7197,3.5,2412,3
7198,2,8110,3
7199,4.5,3415,3
7200,4.1,8203,3
7201,3,100164,3
7202,5,2709,3
7203,3.5,7196,3
7204,3.3,7314,3
7205,4.8,822,3
7206,4.2,8078,3
7207,1.1,231,3
7208,4.9,100786,3
7209,3.2,100450,3
7210,1.3,401,3
7211,3.4,101174,3
7212,2.2,7909,3
7213,1.6,100028,3
7214,1.4,2217,3
7215,1,2852,3
7216,4.4,7539,3
7217,2,7537,3
7218,1,7738,3
7219,4.7,7430,3
7220,2.7,2785,3
7221,2.8,100646,3
7222,1.9,913,3
7223,2.7,100266,3
7224,4.9,7200,3
7225,2.4,1540,3
7226,2.8,7468,3
7227,1.4,101109,3
7228,2.9,7158,3
7229,3.5,454,3
7230,4,101100,3
7231,4.5,6745,3
7232,2,2285,3
7233,1.4,2562,3
7234,2.3,100074,3
7235,2.8,2146,3
7236,2.1,2045,3
7237,1.4,2166,3
7238,2.2,1167,3
7239,3.6,7594,3
7240,3.7,887,3
7241,1.5,100927,3
7242,1.7,101390,3
7243,1.7,3636,3
7244,1.7,1868,3
7245,4.9,100308,3
7246,4.2,1548,3
7247,1,2009,3
7248,1.3,141,3
7249,2.3,2440,3
7250,2.5,100010,3
7251,4.5,3375,3
7252,3.9,100205,3
7253,4.8,101037,3
7254,3.7,100366,3
7255,2.5,100611,3
7256,1.6,1738,3
7257,5,100782,3
7258,1.1,2495,3
7259,2.3,3481,3
7260,3.9,100148,3
7261,1.1,2167,3
7262,4,2095,3
7263,2.1,8067,3
7264,2.8,3024,3
7265,4.6,7276,3
7266,3.3,933,3
7267,2.3,6768,3
7268,4.9,100593,3
7269,3.9,2097,3
7270,3.6,8169,3
7271,1.1,7029,3
7272,5,100060,3
7273,2.3,1121,3
7274,3,100824,3
7275,4.5,1958,3
7276,4.7,100996,3
7277,1.8,100671,3
7278,4.6,3588,3
7279,1.9,2703,3
7280,4,1993,3
7281,3.4,100529,3
7282,2.9,1887,3
7283,1.5,100525,3
7284,3.4,101045,3
7285,3.6,3013,3
7286,4.4,3412,3
7287,1,3442,3
7288,4.2,132,3
7289,2.7,2623,3
7290,3.6,100384,3
7291,2.1,2628,3
7292,2,2155,3
7293,1.5,100371,3
7294,4.8,100942,3
7295,4.9,614,3
7296,3.3,100134,3
7297,1.8,1102,3
7298,2.9,2494,3
7299,2.1,3510,3
7300,1.5,170,3
7301,5,8174,3
7302,3.3,6756,3
7303,3.6,387,3
7304,2.7,6799,3
7305,1.6,7613,3
7306,2.2,7279,3
7307,2.6,101089,3
7308,3.9,3054,3
7309,3.1,100422,3
7310,2.8,7090,3
7311,4.6,3050,3
7312,4.5,100475,3
7313,1.6,8048,3
7314,3.8,100512,3
7315,4.4,100948,3
7316,4.4,6841,3
7317,1.9,7426,3
7318,3.7,8162,3
7319,4.6,1622,3
7320,3.6,7706,3
7321,1.3,100107,3
7322,2.7,7852,3
7323,3.8,869,3
7324,4.3,1686,3
7325,1.2,8194,3
7326,3.9,100935,3
7327,4.7,101287,3
7328,4.3,100507,3
7329,2.7,522,3
7330,2.5,8030,3
7331,3.3,8116,3
7332,1.8,100419,3
7333,3.6,100363,3
7334,4.2,8065,3
7335,4.5,1163,3
7336,1.1,100522,3
7337,3.6,100004,3
7338,2.4,80,3
7339,4,3055,3
